Return,Volatility
0.0003135789753358448,0.023092769289110016
0.0018112810352899737,0.03242173724724037
0.0020020772105916324,0.029206875592649017
0.0014240167300877482,0.02462346914077897
0.00023209333206426118,0.01933036984641805
0.002264336389464389,0.032280048102802585
0.0006357601584374729,0.022191325717138985
0.0008219109911317323,0.02382580909809647
0.0011874205084020698,0.021980959705500167
0.0018214670949222725,0.03269434887349933
0.00162727024672135,0.031086842661875395
-2.0440286321962017e-05,0.020329840995091362
0.0008341567794128304,0.021362476720087186
0.0018226087976160718,0.028557019943473767
0.0019675967914154846,0.0309036377030698
0.0017425216014843807,0.027681436740918663
0.0001304902517151954,0.016393767829828713
0.0018032794906911293,0.02969874673039307
0.0014598970489761338,0.02801089750929704
0.0011934371099066676,0.022780261256728156
0.0017884589036850857,0.03189935289059605
0.0006222777185381065,0.02005356004149034
0.001093162765723087,0.02307058559474323
0.0008537681688622922,0.018879531717000013
0.0011818656789921557,0.022618680630702867
0.0020710962296345294,0.03640073381790828
0.0003477793035796972,0.01563231761966694
0.0014035265941315738,0.02871812432770346
0.0011927912254686406,0.028389731657705093
0.001965157897696227,0.03537918918001258
0.0011003145411475972,0.021598895298319203
0.0010443510117780293,0.02486559079425936
0.0016484306338976258,0.028253603389855976
0.0022269889944797148,0.03541246297190762
0.00044886967555452407,0.017099967980515978
0.001441302748366731,0.023546439989966077
0.0011801937883135828,0.02146783692880065
0.0013320525206215747,0.025082977390239028
0.0017652768843730304,0.030753301639436032
0.0021166596081271475,0.03396032280786851
0.001235756965104551,0.027947537409727635
-8.31148681910946e-05,0.019596700133412952
0.001930608542514831,0.033926387932894334
0.0014802940089881653,0.027068054825896665
0.0006754645646546868,0.013819125537967374
0.0018876693829424603,0.030111518386035752
0.0010837708609161775,0.02257795050806863
0.000766762069055855,0.017745461292856413
0.001791717711850913,0.030374233924413747
0.000500544702006176,0.021819303782366274
0.001096969188246726,0.019257517658999183
0.0008017354829024767,0.02324575001003733
0.001519329852718954,0.03395079039365651
0.0013725972413749525,0.02564704074283854
0.000875957407001617,0.018278472365940473
0.0006527273572162493,0.016035067430075184
0.0007289434751015744,0.01723211566720467
0.001079512767119231,0.02531125374140959
0.0020626490622779993,0.03326956182446657
0.0011608308847699084,0.02384547071386033
0.001819866419228099,0.03286120159818538
0.0008491471556624718,0.01953947340748166
-0.00011165868385951606,0.017228767121194657
0.0008701121068332378,0.023605796776373162
0.0009837618317752718,0.023779184501838982
0.0007011213535152047,0.022169361700306263
0.0006041411437521215,0.01733477251006536
-1.6948241199856818e-05,0.016942434346526744
0.002082642833430373,0.03589133347680469
0.0015282698431621196,0.026581700474743255
0.00304431839088317,0.04793407973885578
0.001819055235541754,0.028282618948691825
0.00010578715057022215,0.01030325641180205
-0.00016011124218692104,0.01698138196261896
0.0014730904910523791,0.02842411108735141
0.0006516743769295857,0.02200448067365969
-2.135883962566267e-06,0.01115686150905758
0.0002816206996615803,0.015934267547395985
-0.00020761445682297922,0.010068806102784678
0.001482093858105627,0.027616114268485686
0.002377191324188093,0.03794991363036093
0.0010106163892760125,0.022356677390711927
0.002068237517299769,0.035213478382145516
0.00040396615171028373,0.018669033691596785
0.0014989898924459967,0.03067541900558033
-5.3553107271505535e-05,0.01691632563905994
0.00044536233717850163,0.017567093298624794
0.0001471455258710622,0.011513120777826336
0.002592072814478307,0.04132425920612236
0.0023944922343910246,0.038555879666889184
0.0009900135674564808,0.023904293273677713
-0.0001314073144418467,0.016449412960908433
0.0020358523528692177,0.029760590263176605
0.00027782953973148254,0.01590536809120179
0.00028684622906260796,0.013489627078104669
0.001532491341533606,0.02930749344369411
0.0006184672312180713,0.02031628608684857
0.00023908566091751241,0.014055461821842594
0.001075491681469334,0.02494038161771432
0.002181169278767794,0.03354937368849586
0.0024089245018654305,0.036983986335197706
0.00019096142659797926,0.01276605385219911
0.00011585656767625389,0.018776882724788772
0.000482614422979749,0.021403163405924023
0.0006983705272377433,0.017692296322836098
-0.00019795024425490684,0.016931436749141042
0.0017043259238423124,0.03274746580867135
0.0010540100082037625,0.02481761925796821
-8.214243733177229e-05,0.01584522698552673
0.0027453316799687225,0.0405649192640406
0.0009582158382354824,0.023054252896944755
0.002210719471732813,0.034462703112858595
-3.25348221614672e-05,0.014093270919134865
0.0019335805619270297,0.031166672345080627
-2.8830635171614358e-05,0.01484943844379378
0.001218360073708634,0.026655327180926416
0.00010988045832953745,0.015602059854956832
0.0018561397176547144,0.02984905727697787
0.0004877487690004935,0.014480848631635637
0.0010267089724105326,0.02215181679984642
-7.274733474399809e-05,0.016512265664045057
0.002097434426573721,0.035274107651909685
0.000676316299269204,0.019921587736934355
0.0006190316799849768,0.017654527468470967
0.0019475322231501959,0.03290684241526715
0.0011104991765180903,0.02303768059419107
0.0004320613006351711,0.015963814185127222
0.00041563182548214284,0.015746278447785325
0.0010140020907866113,0.023970383151258177
0.0014506820374278106,0.025250005815818252
0.0008199069842512651,0.017823977484280308
0.0021278330108742446,0.03818998867221219
0.0023545594981378105,0.04030657805456777
0.0009542660092974429,0.023612080580048784
0.0013846430386821955,0.028045012191613206
7.686732582846125e-05,0.013260754624932803
0.0012268138056779313,0.022996285962087585
0.001274228162896384,0.02762473396431607
0.0015687720640255027,0.028430724580434365
0.0021093189306181127,0.03406289540359949
0.001584972869597664,0.025932000189016587
0.0005003966636081688,0.015441665225930499
0.0008869240593996141,0.020589714659539533
0.0013484421326345288,0.027258132060023494
0.001358557007811987,0.027834349695244478
0.00016907667009038478,0.017601355371673445
0.0028130214094761645,0.044536580954431026
0.0016741775029545886,0.02911528229602654
0.0009862258793180761,0.02147389910020987
0.000517638163111777,0.01991944930540189
0.000598940526459781,0.015232203549610863
0.0017100536451727885,0.02759365586004286
0.0019019290762908318,0.03210724286252025
0.0006786002539632981,0.020192270254686714
-0.00011918356815014516,0.01573367711858601
0.0006867057080717374,0.019204716387563017
-6.440661041377064e-05,0.017737378908534242
0.0010541019163564783,0.024166568928522723
0.0018662646621073308,0.03106188991181567
0.0007265778121997988,0.01910720807111873
0.002207406754283528,0.03393932952001751
0.0009892878207002798,0.023874890062835257
-6.345530883003003e-05,0.015484513335656801
0.0009358672209831588,0.022496173183269613
0.0009519259983652609,0.02704964680873545
0.0005309904639879961,0.0169400631668226
0.0020787788072533556,0.0318484956146679
0.0009394223118049739,0.022235299125484553
0.002602634690935167,0.03952397907306781
0.0014108569325750467,0.025733087834081687
0.0011950123783239634,0.026640748071859913
0.0019154196961251096,0.03222605015360331
0.0014389009714304616,0.025591558364401436
-1.4376145589093387e-05,0.01947675989673358
0.0018785556334244757,0.03305277673393615
0.0006465493050019056,0.017303765023402362
0.0020684464874865848,0.03411837653584685
0.0013685336180987045,0.02615998943911374
0.0012120776261626742,0.03182562164776295
0.0006441996110139644,0.01701527578418679
-0.0002511455429900672,0.015929681398979652
0.001331379480341998,0.025239139134197865
0.0006620917392906658,0.018212231317957024
0.0018388844415533157,0.030742307897304415
0.0006537572567878495,0.02109697846296971
0.0014455372400527585,0.027823030433431234
0.0005300198337187489,0.019444905079380424
-7.106058739939632e-05,0.014533226413597545
0.0017204462395903723,0.027976688760416757
0.0021745697412759255,0.03650503772632754
0.0021201785755512806,0.03460970441143601
